dialogue_id,utterance_id,model_prediction,model_outputs
76.0,3.0,0.0,"[0.7751105427742004, 0.03314552456140518, 0.03282243385910988, 0.03666264936327934, 0.05661409720778465, 0.03282243385910988, 0.03282243385910988]"
76.0,4.0,4.0,"[0.12537623941898346, 0.05743007734417915, 0.031754281371831894, 0.031754281371831894, 0.6661975383758545, 0.031754281371831894, 0.055733319371938705]"
76.0,5.0,0.0,"[0.771390438079834, 0.03516707941889763, 0.03307637199759483, 0.04280906170606613, 0.04452046751976013, 0.03307637199759483, 0.03996020928025246]"
76.0,6.0,4.0,"[0.08033276349306107, 0.030934318900108337, 0.02517794445157051, 0.02517794445157051, 0.7857074737548828, 0.02565288171172142, 0.027016635984182358]"
76.0,7.0,0.0,"[0.6002789735794067, 0.058922916650772095, 0.058922916650772095, 0.10510646551847458, 0.058922916650772095, 0.058922916650772095, 0.058922916650772095]"
76.0,8.0,6.0,"[0.058733951300382614, 0.12583065032958984, 0.058733951300382614, 0.058733951300382614, 0.2543853521347046, 0.058733951300382614, 0.3848482370376587]"
76.0,9.0,0.0,"[0.8094998598098755, 0.04693969711661339, 0.024349285289645195, 0.04616338014602661, 0.024349285289645195, 0.024349285289645195, 0.024349285289645195]"
76.0,10.0,0.0,"[0.7116279602050781, 0.07110781222581863, 0.030070258304476738, 0.030070258304476738, 0.07537242025136948, 0.030070258304476738, 0.05168091878294945]"
76.0,11.0,0.0,"[0.5471686124801636, 0.04386892914772034, 0.04386892914772034, 0.057309605181217194, 0.20971360802650452, 0.0473378486931324, 0.05073246359825134]"
76.0,12.0,1.0,"[0.13204096257686615, 0.37755322456359863, 0.05380820855498314, 0.05380820855498314, 0.08536548167467117, 0.05380820855498314, 0.2436157763004303]"
76.0,13.0,4.0,"[0.18260458111763, 0.11394292116165161, 0.07105612009763718, 0.07105612009763718, 0.36118829250335693, 0.07105612009763718, 0.1290958821773529]"
76.0,14.0,0.0,"[0.4612636864185333, 0.05954170227050781, 0.05954170227050781, 0.05954170227050781, 0.18239082396030426, 0.05954170227050781, 0.11817866563796997]"
76.0,15.0,0.0,"[0.7872208952903748, 0.04024121165275574, 0.01666397973895073, 0.023842787370085716, 0.09870307147502899, 0.01666397973895073, 0.01666397973895073]"
76.0,16.0,4.0,"[0.11442769318819046, 0.17228922247886658, 0.05168655887246132, 0.05168655887246132, 0.48874256014823914, 0.059463996440172195, 0.06170346960425377]"
76.0,17.0,0.0,"[0.589776873588562, 0.06622892618179321, 0.031202176585793495, 0.031202176585793495, 0.21918553113937378, 0.031202176585793495, 0.031202176585793495]"
76.0,18.0,4.0,"[0.3339059054851532, 0.05662887915968895, 0.036821477115154266, 0.036821477115154266, 0.44114142656326294, 0.036821477115154266, 0.057859331369400024]"
77.0,0.0,1.0,"[0.05903314799070358, 0.3254674971103668, 0.05903314799070358, 0.05903314799070358, 0.15598227083683014, 0.05903314799070358, 0.28241774439811707]"
77.0,1.0,0.0,"[0.475784569978714, 0.05913307145237923, 0.05913307145237923, 0.05913307145237923, 0.16555190086364746, 0.05913307145237923, 0.12213128805160522]"
77.0,2.0,4.0,"[0.13603068888187408, 0.08277053385972977, 0.04801395162940025, 0.04801395162940025, 0.44159242510795593, 0.04801395162940025, 0.1955644190311432]"
77.0,3.0,4.0,"[0.06968232989311218, 0.1111978217959404, 0.06968232989311218, 0.06968232989311218, 0.36651232838630676, 0.06968232989311218, 0.2435605227947235]"
77.0,4.0,0.0,"[0.8308396935462952, 0.025399502366781235, 0.017073262482881546, 0.017073262482881546, 0.05008578673005104, 0.017073262482881546, 0.04245525598526001]"
78.0,0.0,1.0,"[0.2953575551509857, 0.4534050226211548, 0.050083842128515244, 0.050083842128515244, 0.05090200901031494, 0.050083842128515244, 0.050083842128515244]"
78.0,1.0,0.0,"[0.7663326859474182, 0.04736606031656265, 0.03134120628237724, 0.03134120628237724, 0.04279731959104538, 0.03134120628237724, 0.049480315297842026]"
78.0,2.0,0.0,"[0.5412355661392212, 0.052874207496643066, 0.052874207496643066, 0.052874207496643066, 0.19130931794643402, 0.052874207496643066, 0.055958252400159836]"
78.0,3.0,0.0,"[0.626862108707428, 0.03863074630498886, 0.03863074630498886, 0.03863074630498886, 0.16770577430725098, 0.03863074630498886, 0.050909094512462616]"
78.0,4.0,0.0,"[0.901178777217865, 0.01766238920390606, 0.012873775325715542, 0.01999620348215103, 0.02254129759967327, 0.012873775325715542, 0.012873775325715542]"
78.0,5.0,0.0,"[0.8456502556800842, 0.021981356665492058, 0.021981356665492058, 0.021981356665492058, 0.040078241378068924, 0.021981356665492058, 0.02634601481258869]"
78.0,6.0,0.0,"[0.7016617059707642, 0.09249690920114517, 0.03339023515582085, 0.04694826900959015, 0.03339023515582085, 0.03339023515582085, 0.05872232839465141]"
78.0,7.0,0.0,"[0.6126096248626709, 0.048276353627443314, 0.048276353627443314, 0.048276353627443314, 0.14600859582424164, 0.048276353627443314, 0.048276353627443314]"
78.0,8.0,0.0,"[0.3425934612751007, 0.10797475278377533, 0.04275381192564964, 0.04275381192564964, 0.3146183490753174, 0.04275381192564964, 0.10655195266008377]"
78.0,9.0,4.0,"[0.20330902934074402, 0.05437681823968887, 0.03479407727718353, 0.03479407727718353, 0.586189866065979, 0.03479407727718353, 0.05174208804965019]"
79.0,0.0,0.0,"[0.7762354016304016, 0.026573847979307175, 0.026573847979307175, 0.026573847979307175, 0.07275564968585968, 0.026573847979307175, 0.04471346735954285]"
79.0,1.0,0.0,"[0.8737912774085999, 0.02061856910586357, 0.014891586266458035, 0.02320379577577114, 0.037711549550294876, 0.014891586266458035, 0.014891586266458035]"
80.0,0.0,6.0,"[0.04620653763413429, 0.3204405903816223, 0.04620653763413429, 0.04620653763413429, 0.11538353562355042, 0.09325773268938065, 0.33229848742485046]"
80.0,1.0,6.0,"[0.0839691013097763, 0.2255057543516159, 0.06739745289087296, 0.06739745289087296, 0.07425961643457413, 0.06739745289087296, 0.41407310962677]"
80.0,2.0,6.0,"[0.0533352829515934, 0.2598876655101776, 0.0533352829515934, 0.0533352829515934, 0.1924443542957306, 0.0533352829515934, 0.334326833486557]"
80.0,3.0,4.0,"[0.11041516065597534, 0.08891115337610245, 0.047260839492082596, 0.047260839492082596, 0.5281035304069519, 0.047260839492082596, 0.13078759610652924]"
80.0,4.0,6.0,"[0.0428130067884922, 0.33222058415412903, 0.0428130067884922, 0.0428130067884922, 0.0428130067884922, 0.0428130067884922, 0.4537143111228943]"
80.0,5.0,6.0,"[0.08644691854715347, 0.11024650931358337, 0.08644691854715347, 0.08644691854715347, 0.15287692844867706, 0.08644691854715347, 0.39108890295028687]"
80.0,6.0,4.0,"[0.27783650159835815, 0.14849701523780823, 0.06406175345182419, 0.05824669823050499, 0.29714739322662354, 0.05824669823050499, 0.0959639698266983]"
80.0,7.0,6.0,"[0.07371929287910461, 0.20285144448280334, 0.07371929287910461, 0.07371929287910461, 0.24077849090099335, 0.07371929287910461, 0.26149287819862366]"
80.0,8.0,0.0,"[0.7662787437438965, 0.025201093405485153, 0.028000153601169586, 0.03808245062828064, 0.09203534573316574, 0.025201093405485153, 0.025201093405485153]"
80.0,9.0,0.0,"[0.7956227660179138, 0.02785881608724594, 0.02785881608724594, 0.02942991629242897, 0.06351203471422195, 0.02785881608724594, 0.02785881608724594]"
81.0,0.0,1.0,"[0.10585566610097885, 0.3350813090801239, 0.07306446135044098, 0.07306446135044098, 0.17908786237239838, 0.07306446135044098, 0.16078172624111176]"
81.0,1.0,0.0,"[0.7348611950874329, 0.0352838896214962, 0.0352838896214962, 0.03884803503751755, 0.08239751309156418, 0.0352838896214962, 0.03804165497422218]"
82.0,0.0,0.0,"[0.8201886415481567, 0.038348935544490814, 0.02362479269504547, 0.02362479269504547, 0.046963274478912354, 0.02362479269504547, 0.02362479269504547]"
83.0,0.0,0.0,"[0.8002132177352905, 0.03043680638074875, 0.03043680638074875, 0.03043680638074875, 0.0448986180126667, 0.03043680638074875, 0.03314094990491867]"
83.0,1.0,0.0,"[0.3067561984062195, 0.1247793510556221, 0.06334768980741501, 0.06334768980741501, 0.16686025261878967, 0.06334768980741501, 0.2115611881017685]"
83.0,2.0,0.0,"[0.8374214172363281, 0.023910779505968094, 0.023910779505968094, 0.023910779505968094, 0.043024640530347824, 0.023910779505968094, 0.023910779505968094]"
83.0,3.0,0.0,"[0.7716318964958191, 0.03589371219277382, 0.03435087949037552, 0.03577977046370506, 0.05364197492599487, 0.03435087949037552, 0.03435087949037552]"
83.0,4.0,4.0,"[0.05111055448651314, 0.19257210195064545, 0.05111055448651314, 0.05111055448651314, 0.373750239610672, 0.05111055448651314, 0.22923544049263]"
83.0,5.0,0.0,"[0.7029096484184265, 0.02641022391617298, 0.025099575519561768, 0.025099575519561768, 0.11919250339269638, 0.025099575519561768, 0.076188825070858]"
83.0,6.0,0.0,"[0.3836209774017334, 0.30328646302223206, 0.054228104650974274, 0.054228104650974274, 0.054228104650974274, 0.054228104650974274, 0.09618018567562103]"
83.0,7.0,0.0,"[0.42962709069252014, 0.08097997307777405, 0.07238097488880157, 0.07238097488880157, 0.1446431279182434, 0.07238097488880157, 0.12760688364505768]"
83.0,8.0,0.0,"[0.5683221220970154, 0.17806407809257507, 0.041998490691185, 0.052747637033462524, 0.041998490691185, 0.041998490691185, 0.07487069815397263]"
83.0,9.0,0.0,"[0.6964067816734314, 0.05325007438659668, 0.043571073561906815, 0.06557291001081467, 0.043571073561906815, 0.04940735176205635, 0.04822080582380295]"
83.0,10.0,6.0,"[0.08137660473585129, 0.15298040211200714, 0.08137660473585129, 0.08137660473585129, 0.10096890479326248, 0.08137660473585129, 0.42054426670074463]"
84.0,0.0,1.0,"[0.19506143033504486, 0.2136867791414261, 0.09353507310152054, 0.10407283157110214, 0.09353507310152054, 0.09353507310152054, 0.20657379925251007]"
84.0,1.0,6.0,"[0.0701775923371315, 0.2585963308811188, 0.0701775923371315, 0.0701775923371315, 0.14091545343399048, 0.0701775923371315, 0.31977784633636475]"
85.0,0.0,0.0,"[0.7906466722488403, 0.03653281554579735, 0.031306855380535126, 0.031306855380535126, 0.047593120485544205, 0.031306855380535126, 0.031306855380535126]"
85.0,1.0,6.0,"[0.06849238276481628, 0.11383985728025436, 0.06849238276481628, 0.06849238276481628, 0.16023628413677216, 0.06849238276481628, 0.4519543945789337]"
85.0,2.0,1.0,"[0.07314036786556244, 0.31244757771492004, 0.07314036786556244, 0.07314036786556244, 0.13396161794662476, 0.07314036786556244, 0.26102933287620544]"
85.0,3.0,6.0,"[0.16490912437438965, 0.10451178252696991, 0.06888898462057114, 0.06888898462057114, 0.06888898462057114, 0.06888898462057114, 0.4550231695175171]"
85.0,4.0,1.0,"[0.21588051319122314, 0.35553663969039917, 0.056791625916957855, 0.056791625916957855, 0.11431695520877838, 0.056791625916957855, 0.14389099180698395]"
85.0,5.0,4.0,"[0.07616012543439865, 0.16606558859348297, 0.07616012543439865, 0.07616012543439865, 0.29090261459350586, 0.07616012543439865, 0.23839126527309418]"
86.0,0.0,0.0,"[0.8252345323562622, 0.024138888344168663, 0.024138888344168663, 0.024138888344168663, 0.035346873104572296, 0.024138888344168663, 0.04286309331655502]"
86.0,1.0,0.0,"[0.7774204611778259, 0.02622656337916851, 0.02622656337916851, 0.03696306422352791, 0.08071025460958481, 0.02622656337916851, 0.02622656337916851]"
86.0,2.0,0.0,"[0.8404165506362915, 0.021158793941140175, 0.021158793941140175, 0.031254228204488754, 0.04369407892227173, 0.021158793941140175, 0.021158793941140175]"
86.0,3.0,0.0,"[0.651517391204834, 0.036577802151441574, 0.036577802151441574, 0.036577802151441574, 0.11621733754873276, 0.036577802151441574, 0.08595400303602219]"
86.0,4.0,4.0,"[0.22933395206928253, 0.03842027857899666, 0.03842027857899666, 0.03842027857899666, 0.5181708931922913, 0.040772873908281326, 0.09646144509315491]"
86.0,5.0,4.0,"[0.06765877455472946, 0.2593458890914917, 0.05666012316942215, 0.05666012316942215, 0.31832584738731384, 0.05666012316942215, 0.18468916416168213]"
86.0,6.0,0.0,"[0.5274903178215027, 0.03855190798640251, 0.03051215223968029, 0.03377172350883484, 0.2894708812236786, 0.03051215223968029, 0.04969087615609169]"
86.0,7.0,1.0,"[0.06370998919010162, 0.4437907040119171, 0.1208290085196495, 0.06370998919010162, 0.07501993328332901, 0.06370998919010162, 0.1692303568124771]"
87.0,0.0,0.0,"[0.5914759039878845, 0.20393162965774536, 0.03723220154643059, 0.03723220154643059, 0.053109701722860336, 0.03723220154643059, 0.0397862009704113]"
87.0,1.0,0.0,"[0.821183979511261, 0.027307363227009773, 0.027307363227009773, 0.027307363227009773, 0.03452669456601143, 0.027307363227009773, 0.035059891641139984]"
88.0,0.0,4.0,"[0.08551940321922302, 0.029380684718489647, 0.029380684718489647, 0.029380684718489647, 0.749380886554718, 0.03333986923098564, 0.043617721647024155]"
88.0,1.0,4.0,"[0.08047572523355484, 0.0841725543141365, 0.045134976506233215, 0.045134976506233215, 0.5038094520568848, 0.045134976506233215, 0.19613730907440186]"
88.0,2.0,0.0,"[0.37140366435050964, 0.07528501003980637, 0.07528501003980637, 0.07528501003980637, 0.08308864384889603, 0.07528501003980637, 0.24436762928962708]"
88.0,3.0,1.0,"[0.06226832792162895, 0.30981016159057617, 0.06835481524467468, 0.06226832792162895, 0.13703404366970062, 0.06226832792162895, 0.29799598455429077]"
88.0,4.0,0.0,"[0.6786819696426392, 0.07269569486379623, 0.04465808346867561, 0.04465808346867561, 0.04465808346867561, 0.04465808346867561, 0.06999008357524872]"
88.0,5.0,0.0,"[0.5731238722801208, 0.05754318833351135, 0.05754318833351135, 0.05754318833351135, 0.08867490291595459, 0.06733295321464539, 0.09823872148990631]"
88.0,6.0,4.0,"[0.13780775666236877, 0.1373399943113327, 0.05836411193013191, 0.05836411193013191, 0.37616395950317383, 0.05836411193013191, 0.17359600961208344]"
88.0,7.0,0.0,"[0.7894171476364136, 0.028014997020363808, 0.0264497771859169, 0.025307094678282738, 0.08019672334194183, 0.025307094678282738, 0.025307094678282738]"
88.0,8.0,0.0,"[0.6163082718849182, 0.12652650475502014, 0.03927955403923988, 0.03927955403923988, 0.06830736249685287, 0.03927955403923988, 0.07101912796497345]"
88.0,9.0,0.0,"[0.8671567440032959, 0.022413907572627068, 0.0179233830422163, 0.022989623248577118, 0.029875928536057472, 0.0179233830422163, 0.02171698398888111]"
88.0,10.0,4.0,"[0.185675710439682, 0.0973566472530365, 0.047250814735889435, 0.047250814735889435, 0.45820990204811096, 0.047250814735889435, 0.11700527369976044]"
88.0,11.0,0.0,"[0.6920312643051147, 0.09644629061222076, 0.0315391942858696, 0.033493611961603165, 0.049429502338171005, 0.0315391942858696, 0.06552097946405411]"
88.0,12.0,6.0,"[0.05979023873806, 0.11795564740896225, 0.05979023873806, 0.05979023873806, 0.2891288101673126, 0.05979023873806, 0.35375460982322693]"
88.0,13.0,0.0,"[0.6340781450271606, 0.05030548572540283, 0.05030548572540283, 0.05030548572540283, 0.11324819177389145, 0.05030548572540283, 0.05145168676972389]"
89.0,0.0,0.0,"[0.8897640109062195, 0.015751579776406288, 0.015751579776406288, 0.015751579776406288, 0.0306767076253891, 0.015751579776406288, 0.01655295491218567]"
89.0,1.0,0.0,"[0.7873139381408691, 0.03073587641119957, 0.03851182013750076, 0.045552220195531845, 0.036414384841918945, 0.03073587641119957, 0.03073587641119957]"
89.0,2.0,4.0,"[0.3768957257270813, 0.04068981483578682, 0.038111887872219086, 0.038111887872219086, 0.39116743206977844, 0.038111887872219086, 0.07691135257482529]"
90.0,0.0,0.0,"[0.8138924241065979, 0.03314794600009918, 0.026119524613022804, 0.026119524613022804, 0.04848151654005051, 0.026119524613022804, 0.026119524613022804]"
90.0,2.0,0.0,"[0.6767030954360962, 0.06855332851409912, 0.027803227305412292, 0.028578603640198708, 0.14275529980659485, 0.027803227305412292, 0.027803227305412292]"
90.0,3.0,4.0,"[0.14449656009674072, 0.16228047013282776, 0.10587231814861298, 0.08586594462394714, 0.23006980121135712, 0.08586594462394714, 0.18554902076721191]"
90.0,4.0,0.0,"[0.6021692752838135, 0.04512149840593338, 0.04512149840593338, 0.04512149840593338, 0.12852247059345245, 0.04512149840593338, 0.08882232010364532]"
90.0,5.0,0.0,"[0.7112782597541809, 0.0422012098133564, 0.0422012098133564, 0.0422012098133564, 0.07736553996801376, 0.0422012098133564, 0.042551349848508835]"
91.0,0.0,0.0,"[0.8951045870780945, 0.01706722006201744, 0.015248655341565609, 0.016194205731153488, 0.025887923315167427, 0.015248655341565609, 0.015248655341565609]"
92.0,0.0,4.0,"[0.05096358433365822, 0.08786940574645996, 0.05096358433365822, 0.05096358433365822, 0.5620408654212952, 0.05096358433365822, 0.1462353616952896]"
92.0,1.0,0.0,"[0.8854814171791077, 0.017805656418204308, 0.017805656418204308, 0.018547095358371735, 0.024748817086219788, 0.017805656418204308, 0.017805656418204308]"
92.0,2.0,0.0,"[0.8580771088600159, 0.023190606385469437, 0.023190606385469437, 0.023190606385469437, 0.025969864800572395, 0.023190606385469437, 0.023190606385469437]"
92.0,3.0,0.0,"[0.5047774910926819, 0.2748876214027405, 0.03966711834073067, 0.03966711834073067, 0.06076224148273468, 0.03966711834073067, 0.040571317076683044]"
92.0,4.0,4.0,"[0.16436411440372467, 0.14796970784664154, 0.05554558336734772, 0.05554558336734772, 0.3628705143928528, 0.05554558336734772, 0.1581590175628662]"
92.0,5.0,6.0,"[0.04841696843504906, 0.2125883847475052, 0.05252742022275925, 0.04682246223092079, 0.22990380227565765, 0.04682246223092079, 0.3629186153411865]"
93.0,0.0,6.0,"[0.08845056593418121, 0.12152687460184097, 0.08845056593418121, 0.08845056593418121, 0.19423075020313263, 0.08845056593418121, 0.3304401636123657]"
93.0,1.0,0.0,"[0.322566956281662, 0.09672140330076218, 0.05311448499560356, 0.05311448499560356, 0.2906406819820404, 0.05311448499560356, 0.13072748482227325]"
93.0,2.0,4.0,"[0.1982918530702591, 0.10497097671031952, 0.05958705022931099, 0.05958705022931099, 0.33475548028945923, 0.05958705022931099, 0.1832205057144165]"
93.0,3.0,0.0,"[0.8047194480895996, 0.02228868380188942, 0.02228868380188942, 0.023088723421096802, 0.08303716033697128, 0.02228868380188942, 0.02228868380188942]"
93.0,4.0,0.0,"[0.6757059097290039, 0.1588153839111328, 0.02935461513698101, 0.046206820756196976, 0.031207961961627007, 0.02935461513698101, 0.02935461513698101]"
93.0,8.0,0.0,"[0.8571357131004333, 0.022309336811304092, 0.020625272765755653, 0.025279566645622253, 0.033399563282728195, 0.020625272765755653, 0.020625272765755653]"
93.0,9.0,0.0,"[0.8966874480247498, 0.013217704370617867, 0.013217704370617867, 0.019747940823435783, 0.023087644949555397, 0.013217704370617867, 0.0208238884806633]"
93.0,10.0,0.0,"[0.8289092183113098, 0.035491470247507095, 0.018335454165935516, 0.01880395971238613, 0.06178887560963631, 0.018335454165935516, 0.018335454165935516]"
93.0,11.0,0.0,"[0.631005048751831, 0.035387009382247925, 0.035387009382247925, 0.035387009382247925, 0.13131499290466309, 0.035387009382247925, 0.09613195061683655]"
93.0,12.0,6.0,"[0.08521886169910431, 0.2930125296115875, 0.06177501752972603, 0.06177501752972603, 0.06501805782318115, 0.06177501752972603, 0.37142547965049744]"
93.0,13.0,0.0,"[0.6635416150093079, 0.06763249635696411, 0.03784527629613876, 0.03784527629613876, 0.1119493842124939, 0.03784527629613876, 0.04334058240056038]"
93.0,14.0,0.0,"[0.7354614734649658, 0.10490470379590988, 0.028606891632080078, 0.03500982001423836, 0.028606891632080078, 0.028606891632080078, 0.038803327828645706]"
93.0,15.0,0.0,"[0.36850476264953613, 0.1403643637895584, 0.053623590618371964, 0.053623590618371964, 0.2328229546546936, 0.053623590618371964, 0.09743709862232208]"
94.0,0.0,1.0,"[0.30026009678840637, 0.4237648844718933, 0.05043305829167366, 0.0692405104637146, 0.05543529614806175, 0.05043305829167366, 0.05043305829167366]"
94.0,1.0,0.0,"[0.42229941487312317, 0.0733107179403305, 0.0699901133775711, 0.0699901133775711, 0.12899360060691833, 0.0699901133775711, 0.1654258817434311]"
94.0,2.0,0.0,"[0.853341817855835, 0.01664132811129093, 0.01664132811129093, 0.01664132811129093, 0.057865649461746216, 0.01664132811129093, 0.02222711592912674]"
95.0,0.0,4.0,"[0.06132541969418526, 0.03950304538011551, 0.03392358496785164, 0.03392358496785164, 0.6936257481575012, 0.03392358496785164, 0.10377499461174011]"
95.0,1.0,4.0,"[0.10440872609615326, 0.05551579222083092, 0.02947847917675972, 0.02947847917675972, 0.7149189710617065, 0.02947847917675972, 0.03672110661864281]"
95.0,2.0,1.0,"[0.050351109355688095, 0.5741983652114868, 0.050351109355688095, 0.050351109355688095, 0.0734439268708229, 0.050351109355688095, 0.1509532928466797]"
95.0,3.0,0.0,"[0.8521875739097595, 0.023764275014400482, 0.018401388078927994, 0.019938163459300995, 0.04890589416027069, 0.018401388078927994, 0.018401388078927994]"
95.0,4.0,6.0,"[0.06155272573232651, 0.11337161064147949, 0.06155272573232651, 0.06155272573232651, 0.19656459987163544, 0.06155272573232651, 0.44385287165641785]"
95.0,5.0,6.0,"[0.09837598353624344, 0.21669228374958038, 0.11141788214445114, 0.0711015984416008, 0.13180258870124817, 0.0711015984416008, 0.29950809478759766]"
95.0,6.0,0.0,"[0.8277117609977722, 0.03214633837342262, 0.025230158120393753, 0.030806779861450195, 0.033644575625658035, 0.025230158120393753, 0.025230158120393753]"
95.0,7.0,0.0,"[0.8196777701377869, 0.02093888632953167, 0.02093888632953167, 0.025393275544047356, 0.07117338478565216, 0.02093888632953167, 0.02093888632953167]"
95.0,8.0,0.0,"[0.5806500911712646, 0.026314133778214455, 0.026314133778214455, 0.026314133778214455, 0.28220537304878235, 0.026314133778214455, 0.031887996941804886]"
95.0,9.0,4.0,"[0.06106813624501228, 0.17137853801250458, 0.06106813624501228, 0.06106813624501228, 0.309232234954834, 0.06367160379886627, 0.2725132703781128]"
95.0,10.0,0.0,"[0.7896901965141296, 0.025053327903151512, 0.025053327903151512, 0.03588959202170372, 0.058728110045194626, 0.025053327903151512, 0.04053209722042084]"
95.0,11.0,6.0,"[0.07473124563694, 0.13634814321994781, 0.055144935846328735, 0.055144935846328735, 0.13117720186710358, 0.055144935846328735, 0.4923085570335388]"
95.0,12.0,4.0,"[0.15671122074127197, 0.06463007628917694, 0.04358021542429924, 0.04358021542429924, 0.4968223571777344, 0.04358021542429924, 0.1510956734418869]"
95.0,13.0,4.0,"[0.07559721171855927, 0.17447353899478912, 0.07559721171855927, 0.07559721171855927, 0.3049493730068207, 0.07559721171855927, 0.2181883007287979]"
95.0,14.0,4.0,"[0.03819670528173447, 0.0650588646531105, 0.026119040325284004, 0.026119040325284004, 0.7218064665794373, 0.026119040325284004, 0.09658092260360718]"
95.0,15.0,4.0,"[0.2041461020708084, 0.05765536427497864, 0.03553057461977005, 0.03553057461977005, 0.5893673896789551, 0.03553057461977005, 0.04223945364356041]"
95.0,16.0,0.0,"[0.534208357334137, 0.060288745909929276, 0.030008045956492424, 0.030008045956492424, 0.2854706943035126, 0.030008045956492424, 0.030008045956492424]"
95.0,17.0,0.0,"[0.8128452897071838, 0.026725072413682938, 0.02457388862967491, 0.02457388862967491, 0.058863505721092224, 0.027844421565532684, 0.02457388862967491]"
95.0,18.0,0.0,"[0.7985818386077881, 0.02194027602672577, 0.02194027602672577, 0.03527585789561272, 0.07715000957250595, 0.02194027602672577, 0.023171506822109222]"
95.0,19.0,0.0,"[0.5164068341255188, 0.061010148376226425, 0.061010148376226425, 0.061010148376226425, 0.13689185678958893, 0.061010148376226425, 0.10266072303056717]"
96.0,0.0,0.0,"[0.8006136417388916, 0.028412315994501114, 0.028412315994501114, 0.028412315994501114, 0.057324763387441635, 0.028412315994501114, 0.028412315994501114]"
96.0,1.0,0.0,"[0.6124856472015381, 0.18305741250514984, 0.038990139961242676, 0.04849642887711525, 0.038990139961242676, 0.038990139961242676, 0.038990139961242676]"
96.0,2.0,6.0,"[0.049847882241010666, 0.28657084703445435, 0.049847882241010666, 0.049847882241010666, 0.17765116691589355, 0.049847882241010666, 0.33638641238212585]"
96.0,3.0,6.0,"[0.11175739765167236, 0.21333067119121552, 0.08889312297105789, 0.08889312297105789, 0.14197753369808197, 0.08889312297105789, 0.26625505089759827]"
96.0,4.0,4.0,"[0.05918536335229874, 0.026212742552161217, 0.026212742552161217, 0.026212742552161217, 0.780799150466919, 0.026212742552161217, 0.055164504796266556]"
96.0,5.0,0.0,"[0.7806435227394104, 0.03597218915820122, 0.032419998198747635, 0.032419998198747635, 0.04949568584561348, 0.032419998198747635, 0.036628492176532745]"
96.0,6.0,6.0,"[0.08451631665229797, 0.2044164389371872, 0.08354093879461288, 0.08354093879461288, 0.08354093879461288, 0.08354093879461288, 0.3769034445285797]"
96.0,7.0,4.0,"[0.1192590668797493, 0.049378901720047, 0.03923707827925682, 0.03923707827925682, 0.5613413453102112, 0.03923707827925682, 0.15230941772460938]"
96.0,8.0,0.0,"[0.2368396371603012, 0.2028605043888092, 0.08217564970254898, 0.08217564970254898, 0.13306061923503876, 0.08217564970254898, 0.1807122528553009]"
96.0,9.0,1.0,"[0.14513859152793884, 0.4058614671230316, 0.0657946839928627, 0.0657946839928627, 0.0657946839928627, 0.0657946839928627, 0.18582122027873993]"
96.0,10.0,0.0,"[0.6717151999473572, 0.0700598731637001, 0.03699599951505661, 0.06282433122396469, 0.07933729887008667, 0.03699599951505661, 0.04207126051187515]"
96.0,11.0,0.0,"[0.8017429709434509, 0.02601706236600876, 0.02261245809495449, 0.028342172503471375, 0.07606036216020584, 0.02261245809495449, 0.02261245809495449]"
96.0,12.0,0.0,"[0.6644667387008667, 0.10569644719362259, 0.03431615233421326, 0.03431615233421326, 0.06963834911584854, 0.03431615233421326, 0.057250015437603]"
96.0,13.0,0.0,"[0.777094304561615, 0.028866780921816826, 0.028866780921816826, 0.03257855027914047, 0.07486007362604141, 0.028866780921816826, 0.028866780921816826]"
96.0,14.0,6.0,"[0.22450602054595947, 0.23981843888759613, 0.06424931436777115, 0.06424931436777115, 0.10093891620635986, 0.06424931436777115, 0.24198870360851288]"
96.0,15.0,0.0,"[0.5179418921470642, 0.05540770664811134, 0.05540770664811134, 0.05540770664811134, 0.17133882641792297, 0.05540770664811134, 0.08908846229314804]"
96.0,16.0,0.0,"[0.7394273281097412, 0.1227123886346817, 0.02540636993944645, 0.02540636993944645, 0.03160611912608147, 0.02540636993944645, 0.030035043135285378]"
96.0,17.0,0.0,"[0.6029917001724243, 0.07192041724920273, 0.0409209169447422, 0.0409209169447422, 0.12092089653015137, 0.0409209169447422, 0.08140430599451065]"
96.0,18.0,0.0,"[0.763529360294342, 0.02986600622534752, 0.026979783549904823, 0.027760690078139305, 0.08281806856393814, 0.026979783549904823, 0.042066264897584915]"
96.0,19.0,0.0,"[0.774242639541626, 0.04722759872674942, 0.03685404732823372, 0.03533054515719414, 0.053146883845329285, 0.024803513661026955, 0.02839483879506588]"
96.0,20.0,0.0,"[0.4841027557849884, 0.0534096285700798, 0.0534096285700798, 0.0534096285700798, 0.11862122267484665, 0.0534096285700798, 0.18363751471042633]"
97.0,0.0,4.0,"[0.3166103959083557, 0.0938081219792366, 0.04693872109055519, 0.04693872109055519, 0.3875449001789093, 0.04693872109055519, 0.06122040003538132]"
97.0,1.0,4.0,"[0.028224261477589607, 0.04464218020439148, 0.028224261477589607, 0.028224261477589607, 0.7294596433639526, 0.028224261477589607, 0.11300116032361984]"
97.0,2.0,6.0,"[0.07138026505708694, 0.11911240965127945, 0.07138026505708694, 0.07138026505708694, 0.18036073446273804, 0.07138026505708694, 0.41500577330589294]"
