dialogue_id,utterance_id,model_prediction,model_outputs
62.0,1.0,4.0,"[0.26650697, 0.041320324, 0.027614841, 0.060748108, 0.42016476, 0.091335356, 0.092309654]"
63.0,0.0,4.0,"[0.24961507, 0.046312325, 0.019830674, 0.047501575, 0.4774399, 0.07600231, 0.0832981]"
63.0,1.0,4.0,"[0.24961507, 0.046312325, 0.019830674, 0.047501575, 0.4774399, 0.07600231, 0.0832981]"
64.0,0.0,5.0,"[0.09571961, 0.04680279, 0.08416419, 0.17175262, 0.10554225, 0.29751548, 0.19850306]"
64.0,1.0,4.0,"[0.17722863, 0.04458191, 0.03930072, 0.118627995, 0.26547033, 0.19401564, 0.16077477]"
64.0,2.0,5.0,"[0.085740544, 0.056665797, 0.07375077, 0.22609904, 0.09754386, 0.27949938, 0.1807006]"
64.0,3.0,1.0,"[0.06376307, 0.4237282, 0.25845855, 0.062611915, 0.031095255, 0.07031549, 0.09002747]"
64.0,4.0,4.0,"[0.31884357, 0.041625787, 0.027642248, 0.048103012, 0.39888746, 0.08054625, 0.08435155]"
64.0,5.0,3.0,"[0.10612364, 0.04519614, 0.14781864, 0.22483124, 0.08491417, 0.18711434, 0.20400183]"
64.0,6.0,0.0,"[0.40098375, 0.05601546, 0.07166491, 0.056593128, 0.23082104, 0.07500828, 0.108913444]"
64.0,7.0,4.0,"[0.28774488, 0.042231802, 0.032107048, 0.056345675, 0.39410362, 0.08901812, 0.09844884]"
64.0,9.0,0.0,"[0.35069475, 0.040684238, 0.037341442, 0.05704052, 0.34575525, 0.07543966, 0.09304417]"
64.0,10.0,2.0,"[0.08544079, 0.15257746, 0.41222924, 0.10723106, 0.04425117, 0.080249414, 0.11802084]"
64.0,11.0,4.0,"[0.23232248, 0.047854584, 0.02723037, 0.067275375, 0.43137074, 0.10093653, 0.093009904]"
64.0,12.0,5.0,"[0.15998027, 0.043870404, 0.07972037, 0.18148576, 0.16378164, 0.18588759, 0.18527393]"
64.0,13.0,4.0,"[0.27457952, 0.03851582, 0.028885227, 0.06011501, 0.38348636, 0.10825894, 0.10615909]"
64.0,14.0,1.0,"[0.042433638, 0.6905884, 0.08815453, 0.04111376, 0.025010785, 0.05577896, 0.056919992]"
64.0,15.0,4.0,"[0.33681074, 0.04747802, 0.03381248, 0.05702038, 0.3562424, 0.079863735, 0.08877218]"
64.0,16.0,0.0,"[0.35543856, 0.045576513, 0.047318015, 0.06639928, 0.30302632, 0.08385701, 0.09838428]"
65.0,0.0,2.0,"[0.10429882, 0.079609804, 0.27287698, 0.19065432, 0.062153593, 0.11723068, 0.17317568]"
65.0,1.0,0.0,"[0.38271978, 0.044565886, 0.04640523, 0.058766562, 0.30701125, 0.0691684, 0.091362946]"
65.0,2.0,0.0,"[0.3968483, 0.04643384, 0.055367023, 0.06085719, 0.25839055, 0.07430858, 0.10779458]"
65.0,3.0,5.0,"[0.06286937, 0.16612081, 0.18353337, 0.16695164, 0.04820464, 0.20768799, 0.16463213]"
65.0,4.0,4.0,"[0.2962339, 0.040099457, 0.025547536, 0.0502399, 0.41752324, 0.083293885, 0.087062106]"
65.0,5.0,0.0,"[0.22728546, 0.12374115, 0.09413717, 0.13367127, 0.20272362, 0.107482724, 0.11095862]"
65.0,6.0,0.0,"[0.274392, 0.062528044, 0.09780911, 0.1260582, 0.20813091, 0.09011607, 0.14096561]"
65.0,7.0,4.0,"[0.33918786, 0.040204357, 0.030073863, 0.050047103, 0.37291053, 0.075585276, 0.09199093]"
65.0,8.0,4.0,"[0.27416912, 0.04019023, 0.02485912, 0.051885847, 0.44684374, 0.078399554, 0.08365243]"
65.0,9.0,0.0,"[0.2846769, 0.0690244, 0.05991891, 0.10232502, 0.27961978, 0.09111675, 0.113318294]"
65.0,10.0,1.0,"[0.11826842, 0.3740853, 0.11015443, 0.0972904, 0.078556664, 0.114774786, 0.106870055]"
66.0,0.0,4.0,"[0.24978349, 0.04672634, 0.02182665, 0.051815256, 0.4703303, 0.07830111, 0.08121685]"
66.0,1.0,4.0,"[0.2505326, 0.04330382, 0.022036267, 0.050932217, 0.47374067, 0.07728464, 0.08216982]"
66.0,2.0,4.0,"[0.24435627, 0.043786366, 0.021881985, 0.051927302, 0.47279632, 0.0797847, 0.085466936]"
66.0,3.0,4.0,"[0.26015443, 0.0442632, 0.020984596, 0.048609734, 0.4676035, 0.076337144, 0.08204753]"
66.0,4.0,4.0,"[0.23363872, 0.045129597, 0.021535983, 0.053755533, 0.47880304, 0.08263707, 0.08450002]"
67.0,0.0,1.0,"[0.097088404, 0.3978439, 0.17693596, 0.08702036, 0.0667265, 0.07338038, 0.10100447]"
67.0,1.0,0.0,"[0.21944353, 0.0633927, 0.20360364, 0.111170195, 0.11414957, 0.12550138, 0.16273908]"
67.0,2.0,0.0,"[0.25677732, 0.051045902, 0.15335047, 0.11277378, 0.13103436, 0.123085886, 0.1719323]"
67.0,3.0,4.0,"[0.28237015, 0.04222888, 0.05167932, 0.08053888, 0.30048776, 0.11041715, 0.1322778]"
68.0,0.0,4.0,"[0.20581493, 0.047991525, 0.036274187, 0.08740915, 0.31469664, 0.15610312, 0.15171045]"
68.0,1.0,1.0,"[0.05308839, 0.46594614, 0.20332031, 0.06985983, 0.029276125, 0.08852093, 0.08998824]"
68.0,2.0,2.0,"[0.0749319, 0.17063215, 0.237315, 0.16857025, 0.04397459, 0.14754918, 0.15702695]"
68.0,3.0,1.0,"[0.04513461, 0.5533346, 0.14220993, 0.0637417, 0.027360946, 0.08781188, 0.080406375]"
68.0,4.0,5.0,"[0.07107947, 0.06878223, 0.066811204, 0.23203321, 0.092122205, 0.30370364, 0.1654681]"
68.0,5.0,5.0,"[0.10007904, 0.060798775, 0.08259944, 0.20554665, 0.11801677, 0.24847023, 0.18448906]"
68.0,6.0,2.0,"[0.08031655, 0.095062785, 0.3940012, 0.14969358, 0.04025632, 0.09228465, 0.14838487]"
68.0,7.0,1.0,"[0.08429807, 0.4177404, 0.12653154, 0.10657057, 0.04920873, 0.10343547, 0.11221516]"
68.0,8.0,2.0,"[0.08031655, 0.095062785, 0.3940012, 0.14969358, 0.04025632, 0.09228465, 0.14838487]"
68.0,9.0,4.0,"[0.2059508, 0.12704319, 0.045746997, 0.10539546, 0.2808446, 0.11818779, 0.11683112]"
68.0,10.0,2.0,"[0.08031655, 0.095062785, 0.3940012, 0.14969358, 0.04025632, 0.09228465, 0.14838487]"
68.0,11.0,2.0,"[0.062136218, 0.16362503, 0.27544573, 0.15866937, 0.037396368, 0.13994406, 0.1627832]"
68.0,12.0,0.0,"[0.28150335, 0.054159284, 0.15487523, 0.098410405, 0.14958607, 0.10604299, 0.15542269]"
68.0,13.0,1.0,"[0.042433638, 0.6905884, 0.08815453, 0.04111376, 0.025010785, 0.05577896, 0.056919992]"
68.0,14.0,4.0,"[0.20929635, 0.054061525, 0.030199593, 0.08109788, 0.36919996, 0.14189923, 0.114245385]"
69.0,0.0,3.0,"[0.064538844, 0.07486422, 0.200827, 0.24714218, 0.054151516, 0.17569415, 0.18278223]"
69.0,1.0,1.0,"[0.07868899, 0.3108845, 0.20377871, 0.124280974, 0.04586287, 0.109287076, 0.12721694]"
69.0,2.0,1.0,"[0.051211484, 0.5716643, 0.121183425, 0.06391243, 0.02749258, 0.082155265, 0.08238046]"
69.0,3.0,2.0,"[0.0794623, 0.05536789, 0.33264837, 0.16740158, 0.05565397, 0.13272604, 0.17673975]"
69.0,4.0,3.0,"[0.100589156, 0.047726266, 0.104391195, 0.24958237, 0.105833866, 0.19913141, 0.19274567]"
69.0,5.0,3.0,"[0.09912721, 0.057922598, 0.16231295, 0.2608625, 0.08724689, 0.15315413, 0.17937382]"
70.0,0.0,6.0,"[0.15023547, 0.047402494, 0.13687336, 0.19547205, 0.11078329, 0.15376733, 0.20546597]"
70.0,1.0,0.0,"[0.37177435, 0.064313844, 0.06322868, 0.07551899, 0.26234114, 0.07219433, 0.09062862]"
70.0,2.0,2.0,"[0.06347849, 0.27228236, 0.32833797, 0.10373619, 0.032898616, 0.08603753, 0.11322885]"
70.0,3.0,1.0,"[0.09729244, 0.38967586, 0.20012216, 0.085055046, 0.052054953, 0.07295774, 0.10284183]"
70.0,4.0,3.0,"[0.11189986, 0.15865488, 0.1845094, 0.19365798, 0.0684534, 0.12274849, 0.16007613]"
70.0,5.0,0.0,"[0.36479345, 0.050155424, 0.098688215, 0.09194262, 0.1972336, 0.07750588, 0.1196807]"
70.0,6.0,0.0,"[0.3584301, 0.0446652, 0.055367704, 0.07206358, 0.27653933, 0.076585405, 0.11634865]"
70.0,7.0,4.0,"[0.24647652, 0.095733486, 0.05842198, 0.103959724, 0.27658305, 0.105923235, 0.112901926]"
70.0,8.0,5.0,"[0.12943935, 0.06331533, 0.06562488, 0.1904328, 0.17119886, 0.19885643, 0.18113233]"
70.0,9.0,1.0,"[0.054599006, 0.3272897, 0.14896154, 0.12038002, 0.040030986, 0.1728674, 0.13587135]"
70.0,10.0,5.0,"[0.08243382, 0.044672083, 0.06209052, 0.16294202, 0.10942962, 0.3615465, 0.17688543]"
70.0,11.0,5.0,"[0.06860866, 0.05459031, 0.106714025, 0.22951363, 0.082184106, 0.26346412, 0.19492513]"
70.0,12.0,1.0,"[0.048934508, 0.47580194, 0.1303399, 0.088153735, 0.03158589, 0.121544674, 0.10363939]"
70.0,13.0,1.0,"[0.04695361, 0.65119797, 0.11846082, 0.042873073, 0.025723647, 0.0538842, 0.06090669]"
70.0,14.0,2.0,"[0.15762436, 0.053717382, 0.264274, 0.1342619, 0.0845913, 0.12111084, 0.18442011]"
70.0,15.0,5.0,"[0.07205103, 0.05384082, 0.0850612, 0.24635863, 0.088820875, 0.2618138, 0.19205365]"
70.0,16.0,3.0,"[0.06492904, 0.08572769, 0.1361494, 0.2838587, 0.07081991, 0.18924525, 0.16927]"
70.0,17.0,4.0,"[0.23343773, 0.04480584, 0.036970064, 0.07654327, 0.33656895, 0.13406514, 0.13760892]"
70.0,18.0,1.0,"[0.13483739, 0.33403686, 0.15359235, 0.09641255, 0.10107056, 0.07582586, 0.104224525]"
70.0,19.0,4.0,"[0.33095464, 0.04102673, 0.032249592, 0.05262211, 0.38193804, 0.0722173, 0.08899162]"
70.0,20.0,4.0,"[0.25025254, 0.0431095, 0.02290872, 0.05170841, 0.4726564, 0.07693151, 0.08243302]"
70.0,21.0,0.0,"[0.35476652, 0.046252336, 0.10849014, 0.09083862, 0.18419288, 0.08291699, 0.13254245]"
70.0,22.0,4.0,"[0.20763588, 0.05010256, 0.026110949, 0.070803545, 0.4248247, 0.116766095, 0.10375628]"
71.0,0.0,4.0,"[0.30185977, 0.04455125, 0.032879777, 0.058858212, 0.37650838, 0.08867, 0.096672595]"
71.0,1.0,4.0,"[0.31884357, 0.041625787, 0.027642248, 0.048103012, 0.39888746, 0.08054625, 0.08435155]"
71.0,2.0,1.0,"[0.18104656, 0.19336101, 0.121932276, 0.14248668, 0.1524058, 0.09050065, 0.11826692]"
71.0,4.0,1.0,"[0.063940026, 0.37282833, 0.18599509, 0.11033469, 0.03751454, 0.11120575, 0.11818159]"
71.0,5.0,1.0,"[0.08243916, 0.513183, 0.09511269, 0.083991915, 0.06216097, 0.079274334, 0.083837986]"
71.0,6.0,4.0,"[0.28789997, 0.04246165, 0.02238531, 0.046374816, 0.4447692, 0.07280752, 0.083301544]"
71.0,7.0,0.0,"[0.361397, 0.04617183, 0.048760384, 0.06766732, 0.28920397, 0.088730924, 0.09806853]"
71.0,8.0,4.0,"[0.2794473, 0.049706, 0.047377616, 0.08733075, 0.33532092, 0.09210639, 0.10871097]"
71.0,9.0,2.0,"[0.141628, 0.046058718, 0.2406585, 0.15233299, 0.082316965, 0.13820268, 0.19880225]"
71.0,10.0,2.0,"[0.10086019, 0.055346362, 0.29145473, 0.1715821, 0.064248845, 0.1258426, 0.1906652]"
71.0,11.0,4.0,"[0.25296965, 0.0461077, 0.021403678, 0.05065511, 0.46305305, 0.08152497, 0.084285736]"
71.0,12.0,4.0,"[0.26359048, 0.05627205, 0.038068276, 0.07443537, 0.337241, 0.123066455, 0.10732634]"
71.0,13.0,3.0,"[0.103148185, 0.05881528, 0.11003339, 0.22462505, 0.11014725, 0.2166889, 0.17654192]"
72.0,0.0,4.0,"[0.31357613, 0.051029645, 0.033799056, 0.061437853, 0.36572805, 0.08440251, 0.090026796]"
72.0,1.0,0.0,"[0.40098375, 0.05601546, 0.07166491, 0.056593128, 0.23082104, 0.07500828, 0.108913444]"
72.0,2.0,2.0,"[0.0990306, 0.26183763, 0.33294046, 0.08333105, 0.049347308, 0.07602764, 0.09748522]"
72.0,3.0,5.0,"[0.10254232, 0.04666081, 0.08077007, 0.176909, 0.12377966, 0.25888553, 0.21045254]"
72.0,4.0,5.0,"[0.10254232, 0.04666081, 0.08077007, 0.176909, 0.12377966, 0.25888553, 0.21045254]"
72.0,6.0,0.0,"[0.340456, 0.056875635, 0.07617098, 0.09002214, 0.22459722, 0.08897479, 0.12290318]"
72.0,7.0,4.0,"[0.3078543, 0.04372704, 0.034487244, 0.060810283, 0.3711207, 0.08243166, 0.09956878]"
72.0,8.0,3.0,"[0.12202245, 0.057466324, 0.18366048, 0.19294536, 0.10088319, 0.15364023, 0.18938199]"
72.0,9.0,5.0,"[0.082614325, 0.051044628, 0.14581394, 0.19367628, 0.077756904, 0.23033759, 0.21875623]"
72.0,10.0,5.0,"[0.06985044, 0.051235393, 0.16147767, 0.21960856, 0.068377115, 0.2329603, 0.19649036]"
72.0,11.0,4.0,"[0.24056755, 0.056315996, 0.05457883, 0.117474355, 0.28339952, 0.120143645, 0.12752007]"
72.0,12.0,2.0,"[0.113189064, 0.2422107, 0.2888661, 0.10211528, 0.06464193, 0.079118356, 0.10985874]"
72.0,13.0,4.0,"[0.27995646, 0.041463196, 0.040796075, 0.06607534, 0.32637966, 0.113144115, 0.13218528]"
72.0,14.0,0.0,"[0.2922958, 0.046791635, 0.10201293, 0.12843367, 0.18067549, 0.097638056, 0.15215237]"
72.0,15.0,0.0,"[0.36430162, 0.04172371, 0.075322665, 0.07552263, 0.22498225, 0.086812966, 0.13133413]"
72.0,16.0,1.0,"[0.05412499, 0.5146393, 0.15166062, 0.07286577, 0.032836612, 0.08813938, 0.08573339]"
73.0,0.0,5.0,"[0.08407905, 0.050634466, 0.16320454, 0.1776606, 0.07921477, 0.24510564, 0.20010087]"
73.0,1.0,1.0,"[0.062063683, 0.36130947, 0.20533548, 0.10895521, 0.034961317, 0.110633336, 0.11674137]"
73.0,2.0,4.0,"[0.19063771, 0.049963422, 0.05678511, 0.13668017, 0.21959396, 0.18771435, 0.15862533]"
73.0,3.0,0.0,"[0.31217188, 0.04987422, 0.10910198, 0.11561018, 0.19038047, 0.08550898, 0.13735232]"
73.0,4.0,0.0,"[0.37580582, 0.048854627, 0.067578904, 0.063275404, 0.24110326, 0.08207721, 0.12130474]"
73.0,5.0,0.0,"[0.40098375, 0.05601546, 0.07166491, 0.056593128, 0.23082104, 0.07500828, 0.108913444]"
73.0,6.0,4.0,"[0.25742385, 0.044985406, 0.019856341, 0.046807457, 0.4737376, 0.07467489, 0.08251438]"
73.0,7.0,4.0,"[0.19008736, 0.10154838, 0.06551899, 0.13601175, 0.24135612, 0.14855075, 0.11692669]"
73.0,8.0,0.0,"[0.23752457, 0.052681472, 0.19460827, 0.11126353, 0.13224892, 0.09931177, 0.1723614]"
73.0,9.0,5.0,"[0.05229661, 0.14665428, 0.11725013, 0.21165599, 0.05685123, 0.25292382, 0.16236794]"
73.0,10.0,4.0,"[0.23210105, 0.045909274, 0.02668138, 0.06544635, 0.4195058, 0.10980123, 0.100554906]"
74.0,0.0,4.0,"[0.24099521, 0.043237235, 0.023407198, 0.05551942, 0.45480904, 0.08923523, 0.09279663]"
74.0,1.0,0.0,"[0.2387533, 0.038452283, 0.11858049, 0.1081315, 0.16191475, 0.13688637, 0.19728127]"
74.0,2.0,0.0,"[0.31615427, 0.042574883, 0.081423275, 0.09448457, 0.23589306, 0.08728509, 0.14218494]"
74.0,3.0,4.0,"[0.28752092, 0.038427364, 0.0411522, 0.07089315, 0.3560292, 0.09926159, 0.10671548]"
74.0,4.0,1.0,"[0.049100913, 0.52785224, 0.20133615, 0.05176689, 0.026473422, 0.06785233, 0.07561804]"
75.0,0.0,4.0,"[0.29204676, 0.04084346, 0.028049773, 0.05561593, 0.42522725, 0.07415709, 0.084059805]"
75.0,1.0,4.0,"[0.2555764, 0.04092818, 0.024977837, 0.05440121, 0.46166426, 0.07800945, 0.08444273]"
75.0,2.0,0.0,"[0.2856387, 0.06891752, 0.12609392, 0.10446357, 0.19140199, 0.089908056, 0.13357617]"
75.0,3.0,2.0,"[0.16714536, 0.118404694, 0.22452597, 0.12718278, 0.103966884, 0.111647725, 0.14712659]"
75.0,4.0,2.0,"[0.16714536, 0.118404694, 0.22452597, 0.12718278, 0.103966884, 0.111647725, 0.14712659]"
75.0,5.0,0.0,"[0.32262108, 0.05075906, 0.13642235, 0.097380325, 0.16404568, 0.08513048, 0.14364116]"
76.0,0.0,4.0,"[0.2651187, 0.048277266, 0.025029652, 0.05569416, 0.4450942, 0.08170147, 0.07908454]"
76.0,1.0,4.0,"[0.30281514, 0.044008516, 0.04078043, 0.07006918, 0.3640357, 0.076623715, 0.10166728]"
76.0,2.0,4.0,"[0.25742385, 0.044985406, 0.019856341, 0.046807457, 0.4737376, 0.07467489, 0.08251438]"
76.0,3.0,1.0,"[0.16625044, 0.25714037, 0.10091603, 0.1183636, 0.1460735, 0.09663434, 0.11462162]"
76.0,4.0,4.0,"[0.25742385, 0.044985406, 0.019856341, 0.046807457, 0.4737376, 0.07467489, 0.08251438]"
76.0,5.0,0.0,"[0.27418387, 0.08464051, 0.063708015, 0.103057556, 0.2671672, 0.08966186, 0.11758097]"
76.0,6.0,4.0,"[0.25742385, 0.044985406, 0.019856341, 0.046807457, 0.4737376, 0.07467489, 0.08251438]"
76.0,7.0,5.0,"[0.15036178, 0.057792272, 0.07473657, 0.18518086, 0.14248177, 0.20089434, 0.18855238]"
76.0,8.0,1.0,"[0.065428115, 0.55867094, 0.12064528, 0.064357154, 0.03921791, 0.07097316, 0.08070749]"
76.0,9.0,0.0,"[0.3611826, 0.056860756, 0.06092294, 0.07823945, 0.26781273, 0.07556383, 0.09941762]"
76.0,10.0,4.0,"[0.23232822, 0.0590405, 0.026895273, 0.068923675, 0.423445, 0.0973003, 0.09206705]"
76.0,11.0,3.0,"[0.10538362, 0.07488843, 0.07077193, 0.23169485, 0.13036421, 0.22996561, 0.15693127]"
76.0,12.0,4.0,"[0.28448167, 0.045198716, 0.034331966, 0.06958042, 0.3624942, 0.10027804, 0.10363496]"
76.0,13.0,5.0,"[0.14734574, 0.06507637, 0.040868234, 0.13813505, 0.22737831, 0.22743993, 0.15375642]"
76.0,14.0,2.0,"[0.07271835, 0.108321264, 0.38716856, 0.14490007, 0.035515614, 0.10845432, 0.14292175]"
76.0,15.0,2.0,"[0.1545527, 0.120489664, 0.22789283, 0.16671243, 0.09227782, 0.08908936, 0.14898525]"
76.0,16.0,4.0,"[0.24502152, 0.06877092, 0.04939742, 0.10751412, 0.31542778, 0.098519914, 0.11534835]"
76.0,17.0,4.0,"[0.32826677, 0.052336354, 0.043330953, 0.069127806, 0.34638035, 0.067905165, 0.09265258]"
76.0,18.0,4.0,"[0.28949276, 0.041264854, 0.026718294, 0.0514071, 0.42880622, 0.07899303, 0.08331771]"
77.0,0.0,1.0,"[0.0648614, 0.46304813, 0.10993178, 0.09678408, 0.040379193, 0.12276607, 0.10222939]"
77.0,1.0,6.0,"[0.123800255, 0.09010374, 0.13521582, 0.18696186, 0.10903683, 0.16757321, 0.18730812]"
77.0,2.0,0.0,"[0.24774124, 0.052643273, 0.072923, 0.108591884, 0.24753645, 0.114369005, 0.15619509]"
77.0,3.0,2.0,"[0.11859655, 0.047661435, 0.24022509, 0.17573315, 0.08004794, 0.14188708, 0.19584888]"
77.0,4.0,0.0,"[0.29274654, 0.043455377, 0.055929694, 0.102606885, 0.2529215, 0.12524275, 0.12709737]"
78.0,0.0,1.0,"[0.04329962, 0.6792076, 0.092991516, 0.043503065, 0.024893653, 0.057446267, 0.058658253]"
78.0,1.0,2.0,"[0.102397405, 0.080536224, 0.30584458, 0.1718136, 0.048393313, 0.12256936, 0.16844551]"
78.0,2.0,4.0,"[0.24456878, 0.044139273, 0.04039386, 0.08479919, 0.35358453, 0.1107746, 0.121739574]"
78.0,3.0,4.0,"[0.24438146, 0.04817187, 0.07281103, 0.1179446, 0.2787028, 0.1069989, 0.13098925]"
78.0,4.0,4.0,"[0.25742385, 0.044985406, 0.019856341, 0.046807457, 0.4737376, 0.07467489, 0.08251438]"
78.0,5.0,4.0,"[0.25742385, 0.044985406, 0.019856341, 0.046807457, 0.4737376, 0.07467489, 0.08251438]"
78.0,6.0,1.0,"[0.08322175, 0.40982068, 0.253251, 0.06080037, 0.041869152, 0.067173906, 0.08386315]"
78.0,7.0,0.0,"[0.20225185, 0.0836349, 0.083792515, 0.15957227, 0.19690353, 0.12938702, 0.14445792]"
78.0,8.0,1.0,"[0.11320974, 0.25516686, 0.22555979, 0.12165693, 0.07825236, 0.09246217, 0.11369213]"
78.0,9.0,1.0,"[0.05375313, 0.48565215, 0.17936039, 0.07540966, 0.03246793, 0.08562929, 0.08772754]"
79.0,0.0,4.0,"[0.2401116, 0.048122607, 0.024804372, 0.057227314, 0.44712955, 0.09371362, 0.088891]"
79.0,1.0,1.0,"[0.08243916, 0.513183, 0.09511269, 0.083991915, 0.06216097, 0.079274334, 0.083837986]"
80.0,0.0,1.0,"[0.049587347, 0.6202825, 0.09301943, 0.05988324, 0.02684224, 0.077758774, 0.07262661]"
80.0,1.0,2.0,"[0.072655134, 0.101778604, 0.243171, 0.19234787, 0.04841146, 0.15084055, 0.19079532]"
80.0,2.0,5.0,"[0.0640161, 0.09057319, 0.06572534, 0.23340194, 0.08431994, 0.31252384, 0.14943954]"
80.0,3.0,4.0,"[0.18220407, 0.054426353, 0.04893833, 0.13610563, 0.255326, 0.17473343, 0.1482662]"
80.0,4.0,5.0,"[0.09401434, 0.06443316, 0.085312985, 0.21367168, 0.09998546, 0.24626769, 0.19631466]"
80.0,5.0,5.0,"[0.069604814, 0.052870512, 0.07396102, 0.1865035, 0.090871915, 0.3521469, 0.17404136]"
80.0,6.0,0.0,"[0.23305255, 0.048466075, 0.19410028, 0.13277093, 0.11794411, 0.1006172, 0.17304888]"
80.0,7.0,0.0,"[0.25011894, 0.06396847, 0.11923924, 0.095297955, 0.17494498, 0.11625658, 0.1801738]"
80.0,8.0,2.0,"[0.21315426, 0.052954774, 0.22785002, 0.119619146, 0.120024115, 0.10033687, 0.16606079]"
80.0,9.0,0.0,"[0.21322179, 0.039223224, 0.14927493, 0.15630291, 0.12674043, 0.13160242, 0.18363434]"
81.0,0.0,1.0,"[0.050952602, 0.46573663, 0.17457062, 0.082211226, 0.029547557, 0.1008172, 0.096164145]"
81.0,1.0,5.0,"[0.092275865, 0.05249551, 0.113239005, 0.23169309, 0.08023934, 0.24427114, 0.18578617]"
82.0,0.0,4.0,"[0.26059344, 0.050142474, 0.025880545, 0.05679815, 0.4475851, 0.07892838, 0.080071956]"
83.0,0.0,5.0,"[0.07171564, 0.0522349, 0.07641363, 0.232043, 0.085256785, 0.29915884, 0.1831771]"
83.0,1.0,1.0,"[0.06770534, 0.23968962, 0.11835369, 0.19718757, 0.061585713, 0.1667759, 0.1487021]"
83.0,2.0,4.0,"[0.31884357, 0.041625787, 0.027642248, 0.048103012, 0.39888746, 0.08054625, 0.08435155]"
83.0,3.0,3.0,"[0.121863864, 0.051007316, 0.14306717, 0.21191105, 0.09204743, 0.19835055, 0.18175256]"
83.0,4.0,4.0,"[0.22609815, 0.065339066, 0.044732768, 0.08775938, 0.34260705, 0.12116288, 0.11230067]"
83.0,5.0,2.0,"[0.07277001, 0.09214052, 0.33993393, 0.12681958, 0.045956682, 0.16140962, 0.1609696]"
83.0,6.0,1.0,"[0.046633143, 0.63107085, 0.11934143, 0.0482131, 0.026528751, 0.0612438, 0.06696896]"
83.0,7.0,5.0,"[0.05221388, 0.07534734, 0.10108429, 0.23394471, 0.06290804, 0.31351733, 0.16098435]"
83.0,8.0,5.0,"[0.069051735, 0.142109, 0.070559666, 0.22036016, 0.083988205, 0.25742945, 0.15650178]"
83.0,9.0,1.0,"[0.06889824, 0.33224458, 0.3010565, 0.08955866, 0.034597296, 0.07014009, 0.10350457]"
83.0,10.0,5.0,"[0.06587028, 0.05317617, 0.1294362, 0.20302045, 0.072419465, 0.28968138, 0.18639602]"
84.0,0.0,5.0,"[0.06832586, 0.07032638, 0.05522021, 0.18142635, 0.097635634, 0.35106146, 0.17600416]"
84.0,1.0,0.0,"[0.25936496, 0.057370756, 0.05504111, 0.093335845, 0.23914307, 0.15100747, 0.1447368]"
85.0,0.0,2.0,"[0.1106498, 0.06308042, 0.32799178, 0.16754833, 0.059209388, 0.10427675, 0.16724353]"
85.0,1.0,1.0,"[0.060203966, 0.27545136, 0.2704537, 0.11825036, 0.036435995, 0.11867464, 0.12052988]"
85.0,2.0,1.0,"[0.05315618, 0.4881636, 0.19444351, 0.06465223, 0.029876279, 0.082535416, 0.087172754]"
85.0,3.0,2.0,"[0.06424901, 0.08605776, 0.3378923, 0.16377997, 0.040943902, 0.14845143, 0.15862559]"
85.0,4.0,1.0,"[0.060949888, 0.45544612, 0.11422523, 0.10065195, 0.036822554, 0.12872347, 0.1031808]"
85.0,5.0,5.0,"[0.09025885, 0.061546575, 0.045332436, 0.1564343, 0.14094421, 0.3397977, 0.16568579]"
86.0,0.0,3.0,"[0.07655433, 0.06950951, 0.15006536, 0.25576454, 0.0670672, 0.20269522, 0.17834382]"
86.0,1.0,4.0,"[0.1635234, 0.07565612, 0.041429818, 0.1323455, 0.23988813, 0.20256661, 0.14459035]"
86.0,2.0,0.0,"[0.21367332, 0.057092205, 0.08942122, 0.1635764, 0.18284926, 0.14171115, 0.15167636]"
86.0,3.0,4.0,"[0.21381675, 0.044666942, 0.033729807, 0.08633583, 0.33678794, 0.15779367, 0.12686914]"
86.0,4.0,4.0,"[0.25055972, 0.041803684, 0.03511924, 0.07645055, 0.36514622, 0.119280264, 0.111640275]"
86.0,5.0,5.0,"[0.116858594, 0.062227905, 0.040271427, 0.14751759, 0.18198165, 0.293577, 0.15756579]"
86.0,6.0,4.0,"[0.26868206, 0.042752985, 0.024275338, 0.05174357, 0.4445168, 0.08207792, 0.08595131]"
86.0,7.0,1.0,"[0.0422934, 0.63135415, 0.107526556, 0.05102713, 0.024628833, 0.07240519, 0.0707647]"
87.0,0.0,5.0,"[0.10735716, 0.06999495, 0.086159274, 0.18083516, 0.095743395, 0.29352945, 0.16638063]"
87.0,1.0,1.0,"[0.07209172, 0.2211689, 0.2164312, 0.16898727, 0.04584065, 0.13660172, 0.1388785]"
88.0,0.0,4.0,"[0.2483557, 0.044008613, 0.022716278, 0.052159484, 0.47129825, 0.07872094, 0.08274072]"
88.0,1.0,1.0,"[0.14146435, 0.22200121, 0.09234745, 0.13692117, 0.17628142, 0.11883567, 0.11214865]"
88.0,2.0,1.0,"[0.055660766, 0.33726442, 0.2356063, 0.10870353, 0.034541264, 0.11210084, 0.116122805]"
88.0,3.0,2.0,"[0.10818153, 0.15213998, 0.3534795, 0.099059306, 0.06279219, 0.09469482, 0.12965265]"
88.0,4.0,2.0,"[0.065784395, 0.23287718, 0.33628577, 0.104739346, 0.034974433, 0.102674484, 0.12266443]"
88.0,5.0,5.0,"[0.07912411, 0.0470957, 0.07514659, 0.17600216, 0.10630143, 0.33763716, 0.178693]"
